model,start_week,end_week,rows,positive_count,positive_ratio,search_mode,selection_method,unique_probability_candidates,threshold,accuracy,precision,recall,specificity,f1_score,roc_auc,pr_auc,TP,FP,TN,FN,predicted_positive_count,predicted_positive_ratio,youden_j
CatBoost,1,10,271663,3316,0.012206299716928696,all_unique_early_oof_probabilities,"1~10주차의 모든 고유 OOF 확률에서 F1-score 최대값 선택; 동점이면 0.5에 가까운 값, 이후 높은 임계값 우선",271620,0.1100300614138347,0.9838844450661297,0.2785654712260217,0.2014475271411339,0.9935531233812936,0.23381169058452922,0.8436386633832129,0.1588896895703199,668.0,1730.0,266617.0,2648.0,2398.0,0.008827113003979195,0.19500065052242754
