model,start_week,end_week,rows,positive_count,positive_ratio,search_mode,selection_method,unique_probability_candidates,threshold,accuracy,precision,recall,specificity,f1_score,roc_auc,pr_auc,TP,FP,TN,FN,predicted_positive_count,predicted_positive_ratio,youden_j
XGBoost weighted,1,10,271663,3316,0.012206299716928696,all_unique_early_oof_probabilities,"1~10주차의 모든 고유 OOF 확률에서 F1-score 최대값 선택; 동점이면 0.5에 가까운 값, 이후 높은 임계값 우선",261656,0.8789605498313904,0.9805420686659575,0.20561864913329347,0.2074788902291918,0.9900949144205078,0.2065445812068448,0.8374382522327204,0.11873914784493883,688.0,2658.0,265689.0,2628.0,3346.0,0.012316730655260377,0.19757380464969954
