model,rows,target_count,target_rate,pr_auc,recall_at_top_20pct,precision_at_top_20pct,brier_score,ece_10bin
CatBoost Enhanced (124 features),895005,6672,0.007454706956944375,0.0947753708188337,0.7113309352517986,0.026513818358556655,0.00704488237520306,0.0002422962405850262
"GRU (recent 4 weeks, 11 features)",895005,6672,0.007454706956944375,0.02714481537554029,0.49535371702637887,0.01846358400232401,0.21072389565601854,0.4214687996761128
