model,start_week,end_week,rows,positive_count,positive_ratio,search_mode,selection_method,unique_probability_candidates,threshold,accuracy,precision,recall,specificity,f1_score,roc_auc,pr_auc,TP,FP,TN,FN,predicted_positive_count,predicted_positive_ratio,youden_j
ElasticNet,1,10,271663,3316,0.012206299716928696,all_unique_early_oof_probabilities,"1~10주차의 모든 고유 OOF 확률에서 F1-score 최대값 선택; 동점이면 0.5에 가까운 값, 이후 높은 임계값 우선",271651,0.0398062673296274,0.94654406378491,0.07202871982890315,0.28437876960193004,0.9547265294562637,0.11494392979034619,0.8048446332268335,0.050779875558532514,943.0,12149.0,256198.0,2373.0,13092.0,0.04819206148794646,0.23910529905819367
