fold,train_rows,test_rows,test_target_rate,best_iteration,recall_at_top_20pct,pr_auc,brier_score,ece_10bin
1,50083,25042,0.007187924287197508,139,0.6777777777777778,0.04325959182508623,0.007010465364081129,0.0009007723341032873
2,50083,25042,0.007906716715917259,237,0.7171717171717171,0.050846385455014624,0.007667798422197024,0.0005663477914373132
3,50084,25041,0.008386246555648735,74,0.7,0.04488298744975171,0.00816766628515033,0.0006879287709271479
