model,rows,target_count,target_rate,feature_count_before_onehot,categorical_feature_count,recall_at_top_20pct,pr_auc,brier_score,ece_10bin
"XGBoost (demo2 Feature, 4·19·25주차 다음 주 예측)",75125,588,0.007826955074875208,98,8,0.6989795918367347,0.03963990693136997,0.11350370030326283,0.263374695551983
