model,threshold,accuracy,precision,recall,specificity,f1_score,roc_auc,pr_auc,TP,FP,TN,FN,predicted_positive_count,predicted_positive_ratio,youden_j
CatBoost,0.005,0.637084709023972,0.017651107856425933,0.8724520383693045,0.6353169363290568,0.034602158399538716,0.8439528729654308,0.09477537081883369,5821,323960,564373,851,329781,0.36846833257914763,0.5077689746983614
CatBoost,0.01,0.8075418573080597,0.026936065414526277,0.7065347721822542,0.8083004909195088,0.05189372464621668,0.8439528729654308,0.09477537081883369,4714,170293,718040,1958,175007,0.1955374550980162,0.5148352631017632
CatBoost,0.015,0.8774900698878777,0.03491260557337067,0.5792865707434053,0.8797297860149291,0.06585617284476515,0.8439528729654308,0.09477537081883369,3865,106840,781493,2807,110705,0.12369204641314853,0.4590163567583345
CatBoost,0.02,0.9153490762621438,0.042788887859496805,0.48456235011990406,0.918584584834741,0.07863405854382274,0.8439528729654308,0.09477537081883369,3233,72324,816009,3439,75557,0.08442075742593617,0.40314693495464504
CatBoost,0.025,0.9393813442383003,0.050281652867566445,0.3986810551558753,0.9434423802785668,0.0893007016483701,0.8439528729654308,0.09477537081883369,2660,50242,838091,4012,52902,0.05910804967570014,0.342123435434442
CatBoost,0.03,0.9553711990435808,0.05973269816064576,0.33827937649880097,0.9600059887452116,0.10153631599073262,0.8439528729654308,0.09477537081883369,2257,35528,852805,4415,37785,0.042217641242227696,0.2982853652440125
CatBoost,0.035,0.9664694610644633,0.07143381812839723,0.2915167865707434,0.9715388260933682,0.11474926253687316,0.8439528729654308,0.09477537081883369,1945,25283,863050,4727,27228,0.030422176412422276,0.2630556126641115
CatBoost,0.04,0.9740403684895615,0.08441232560473753,0.25209832134292565,0.9794626564587829,0.12647567486277164,0.8439528729654308,0.09477537081883369,1682,18244,870089,4990,19926,0.022263562773392327,0.23156097780170848
CatBoost,0.045,0.9792381048150569,0.10028191703584374,0.2239208633093525,0.9849110637564967,0.1385257301808067,0.8439528729654308,0.09477537081883369,1494,13404,874929,5178,14898,0.016645717063033166,0.2088319270658492
CatBoost,0.05,0.9826805436841135,0.11354285214041845,0.19439448441247004,0.988601121426312,0.14335451782260294,0.8439528729654308,0.09477537081883369,1297,10126,878207,5375,11423,0.012763057189624638,0.18299560583878205
