fold,train_rows,test_rows,test_target_rate,best_iteration,recall_at_top_20pct,pr_auc,brier_score,ece_10bin
1,596670,298335,0.007437947274037575,499,0.6899504281207751,0.09188043300358101,0.007038900916383967,0.0004297639572294634
2,596670,298335,0.007481522449595253,496,0.7105734767025089,0.09187602178670548,0.007087395740638426,0.00019807901842622115
3,596670,298335,0.007444651147200295,420,0.6893291310220622,0.08673005228303696,0.007070414242286221,9.817256115541449e-05
