feature_set,model,rows,feature_count,target_rate,pr_auc_average_precision,brier_score,ece_10bin,recall_at_top_20pct,precision_at_top_20pct,top_20pct_count,top_20pct_threshold
base_51_features,catboost,895005,51,0.007454706956944375,0.08931967118083789,0.007065570299769539,0.00019771996096585695,0.6961930455635491,0.02594957570069441,179001,0.01002462268464145
enhanced_124_features,catboost,895005,124,0.007454706956944375,0.0947753708188337,0.00704488237520306,0.00024229624058507617,0.7113309352517986,0.026513818358556655,179001,0.009790692565760727
base_51_features,xgboost,895005,51,0.007454706956944375,0.08078822595611351,0.1486582933413128,0.2992224567094544,0.6993405275779376,0.026066893481042006,179001,0.5443525314331055
enhanced_124_features,xgboost,895005,124,0.007454706956944375,0.0850723392787146,0.1393035402673222,0.2738618407263521,0.7248201438848921,0.02701660884576064,179001,0.530692458152771
