model,start_week,end_week,rows,positive_count,positive_ratio,search_mode,selection_method,unique_probability_candidates,threshold,accuracy,precision,recall,specificity,f1_score,roc_auc,pr_auc,TP,FP,TN,FN,predicted_positive_count,predicted_positive_ratio,youden_j
RandomForest,1,10,271663,3316,0.012206299716928696,all_unique_early_oof_probabilities,"1~10주차의 모든 고유 OOF 확률에서 F1-score 최대값 선택; 동점이면 0.5에 가까운 값, 이후 높은 임계값 우선",263801,0.8118959963090316,0.9847421253538391,0.27606699081577524,0.15410132689987938,0.9950064655092101,0.19779369072963035,0.8284752127175523,0.14193553480006377,511.0,1340.0,267007.0,2805.0,1851.0,0.0068135888950648415,0.14910779240908956
