model,rows,target_count,target_rate,feature_count,categorical_feature_count,recall_at_top_20pct,pr_auc,brier_score,ece_10bin,n_splits,group_column,random_state,data_schema_hash,fold_assignment_hash,training_seconds,candidate_search_seconds,candidate,class_weight,C,l1_ratio,max_iter,tol,selection_basis,convergence_warning_folds,max_observed_n_iter,probability_min,probability_max,mean_oof_probability,probability_overestimates_target_rate,missing_value_count,infinity_count_before_replacement,excluded_leakage_columns,feature_exclusion_reason
ElasticNet Logistic Regression,895005,6672,0.007454706956944375,124,8,0.6357913669064749,0.03458897835211187,0.007296016299305629,8.023099389568211e-05,3,id_student,42,cb2cd5916ef72af0d8d6df5ad16181aedbda267dcb2cefd18e1a83db0ed0921a,dee4da0d85f757c2bb497e26aa97f654186714f0f7707289f86aa6ff6671e06a,475.99431710000135,712.3701558000012,unweighted_mild_l1,,0.1,0.1,500,0.01,"OOF PR-AUC 최대; 동률 시 Brier Score, ECE 최소",0,54,4.678412766575274e-09,0.508395970683548,0.00751023182171358,True,2232074,0,,
