model,rows,target_count,target_rate,feature_count,categorical_feature_count,recall_at_top_20pct,pr_auc,brier_score,ece_10bin,n_splits,group_column,random_state,data_schema_hash,fold_assignment_hash,training_seconds,probability_min,probability_max,mean_oof_probability,probability_overestimates_target_rate,missing_value_count,infinity_count_before_replacement,excluded_leakage_columns,feature_exclusion_reason,recall_at_top_20pct_note
Dummy Classifier (strategy=prior),895005,6672,0.007454706956944375,124,8,0.22377098321342925,0.007437452170095589,0.007399135321686457,1.734723475976807e-18,3,id_student,42,cb2cd5916ef72af0d8d6df5ad16181aedbda267dcb2cefd18e1a83db0ed0921a,dee4da0d85f757c2bb497e26aa97f654186714f0f7707289f86aa6ff6671e06a,2.0717532000016945,0.007442975178909615,0.007474818576432534,0.007454706956944376,False,2232074,0,,,동률 처리 및 안정 정렬된 행 순서의 영향을 받는 참고값
